customer_id,Cluster
CUST0000385,2
CUST0000409,2
CUST0000412,2
CUST0000458,2
CUST0000471,2
CUST0000480,2
CUST0000482,2
CUST0000488,2
CUST0000508,2
CUST0000510,2
CUST0000514,2
CUST0000571,2
CUST0000598,2
CUST0000610,2
CUST0000637,2
CUST0000641,2
CUST0000643,2
CUST0000650,2
CUST0000663,2
CUST0000671,2
CUST0000675,2
CUST0000681,2
CUST0000685,2
CUST0000687,2
CUST0000720,2
CUST0000727,2
CUST0000741,2
CUST0000744,2
CUST0000770,2
CUST0000790,2
CUST0000796,2
CUST0000807,2
CUST0000832,2
CUST0000834,2
CUST0000844,2
CUST0000848,2
CUST0000872,2
CUST0000881,2
CUST0000910,2
CUST0000922,2
CUST0000923,2
CUST0000940,2
CUST0000960,2
CUST0000970,2
CUST0000974,2
CUST0000979,2
CUST0000984,2
CUST0000985,2
CUST0000999,2
CUST0001024,2
CUST0001049,2
CUST0001050,2
CUST0001062,2
CUST0001102,2
CUST0001111,2
CUST0001114,2
CUST0001118,2
CUST0001140,2
CUST0001148,2
CUST0001153,2
CUST0001191,2
CUST0001194,2
CUST0001202,2
CUST0001203,2
CUST0001213,2
CUST0001223,2
CUST0001233,2
CUST0001235,2
CUST0001247,2
CUST0001252,2
CUST0001259,2
CUST0001260,2
CUST0001265,2
CUST0001271,2
CUST0001281,2
CUST0001283,2
CUST0001287,2
CUST0001301,2
CUST0001307,2
CUST0001329,2
CUST0001335,2
CUST0001340,2
CUST0001351,2
CUST0001363,2
CUST0001381,2
CUST0001387,2
CUST0001392,2
CUST0001400,2
CUST0001413,2
CUST0001415,2
CUST0001429,2
CUST0001434,2
CUST0001435,2
CUST0001436,2
CUST0001450,2
CUST0001481,2
CUST0001489,2
CUST0001512,2
CUST0001529,2
CUST0001535,2
CUST0001539,2
CUST0001579,2
CUST0001580,2
CUST0001590,2
CUST0001599,2
CUST0001600,2
CUST0001602,2
CUST0001624,2
CUST0001625,2
CUST0001644,2
CUST0001650,2
CUST0001657,2
CUST0001665,2
CUST0001668,2
CUST0001677,2
CUST0001681,2
CUST0001703,2
CUST0001704,2
CUST0001707,2
CUST0001713,2
CUST0001724,2
CUST0001726,2
CUST0001729,2
CUST0001734,2
CUST0001735,2
CUST0001738,2
CUST0001740,2
CUST0001761,2
CUST0001789,2
CUST0001792,2
CUST0001805,2
CUST0001809,2
CUST0001812,2
CUST0001830,2
CUST0001869,2
CUST0001880,2
CUST0001898,2
CUST0001913,2
CUST0001918,2
CUST0001937,2
CUST0001942,2
CUST0001956,2
CUST0001957,2
CUST0001966,2
CUST0001980,2
CUST0001989,2
CUST0001990,2
CUST0002019,2
CUST0002020,2
CUST0002024,2
CUST0002035,2
CUST0002049,2
CUST0002056,2
CUST0002057,2
CUST0002060,2
CUST0002063,2
CUST0002074,2
CUST0002079,2
CUST0002088,2
CUST0002096,2
CUST0002105,2
CUST0002123,2
CUST0002134,2
CUST0002147,2
CUST0002183,2
CUST0002188,2
CUST0002194,2
CUST0002197,2
CUST0002218,2
CUST0002234,2
CUST0002239,2
CUST0002243,2
CUST0002254,2
CUST0002259,2
CUST0002260,2
CUST0002286,2
CUST0002297,2
CUST0002337,2
CUST0002344,2
CUST0002349,2
CUST0002359,2
CUST0002377,2
CUST0002388,2
CUST0002416,2
CUST0002434,2
CUST0002435,2
CUST0002439,2
CUST0002446,2
CUST0002459,2
CUST0002462,2
CUST0002463,2
CUST0002500,2
CUST0002507,2
CUST0002522,2
CUST0002526,2
CUST0002534,2
CUST0002547,2
CUST0002548,2
CUST0002571,2
CUST0002574,2
CUST0002617,2
CUST0002624,2
CUST0002641,2
CUST0002649,2
CUST0002653,2
CUST0002656,2
CUST0002711,2
CUST0002712,2
CUST0002723,2
CUST0002726,2
CUST0002735,2
CUST0002737,2
CUST0002745,2
CUST0002765,2
CUST0002778,2
CUST0002780,2
CUST0002787,2
CUST0002804,2
CUST0002822,2
CUST0002823,2
CUST0002824,2
CUST0002839,2
CUST0002874,2
CUST0002900,2
CUST0002901,2
CUST0002905,2
CUST0002915,2
CUST0002917,2
CUST0002944,2
CUST0002970,2
CUST0002977,2
CUST0002980,2
CUST0002981,2
CUST0002993,2
CUST0003028,2
CUST0003056,2
CUST0003062,2
CUST0003065,2
CUST0003104,2
CUST0003123,2
CUST0003128,2
CUST0003139,2
CUST0003157,2
CUST0003180,2
CUST0003185,2
CUST0003187,2
CUST0003215,2
CUST0003220,2
CUST0003228,2
CUST0003253,2
CUST0003263,2
CUST0003265,2
CUST0003267,2
CUST0003272,2
CUST0003280,2
CUST0003293,2
CUST0003298,2
CUST0003302,2
CUST0003306,2
CUST0003313,2
CUST0003326,2
CUST0003329,2
CUST0003370,2
CUST0003396,2
CUST0003403,2
CUST0003430,2
CUST0003436,2
CUST0003438,2
CUST0003447,2
CUST0003448,2
CUST0003457,2
CUST0003476,2
CUST0003494,2
CUST0003522,2
CUST0003525,2
CUST0003529,2
CUST0003540,2
CUST0003542,2
CUST0003550,2
CUST0003555,2
CUST0003557,2
CUST0003559,2
CUST0003568,2
CUST0003594,2
CUST0003596,2
CUST0003617,2
CUST0003626,2
CUST0003636,2
CUST0003651,2
CUST0003663,2
CUST0003686,2
CUST0003692,2
CUST0003699,2
CUST0003716,2
CUST0003733,2
CUST0003736,2
CUST0003769,2
CUST0003771,2
CUST0003801,2
CUST0003803,2
CUST0003815,2
CUST0003842,2
CUST0003844,2
CUST0003861,2
CUST0003869,2
CUST0003870,2
CUST0003872,2
CUST0003878,2
CUST0003895,2
CUST0003901,2
CUST0003902,2
CUST0003939,2
CUST0003940,2
CUST0003963,2
CUST0003978,2
CUST0003981,2
CUST0003999,2
CUST0000011,3
CUST0000019,3
CUST0000020,3
CUST0000021,3
CUST0000046,3
CUST0000048,3
CUST0000055,3
CUST0000086,3
CUST0000087,3
CUST0000091,3
CUST0000095,3
CUST0000100,3
CUST0000105,3
CUST0000111,3
CUST0000113,3
CUST0000115,3
CUST0000125,3
CUST0000136,3
CUST0000145,3
CUST0000149,3
CUST0000151,3
CUST0000154,3
CUST0000157,3
CUST0000174,3
CUST0000206,3
CUST0000208,3
CUST0000214,3
CUST0000225,3
CUST0000232,3
CUST0000247,3
CUST0000251,3
CUST0000259,3
CUST0000263,3
CUST0000273,3
CUST0000284,3
CUST0000308,3
CUST0000314,3
CUST0000319,3
CUST0000324,3
CUST0000328,3
CUST0000329,3
CUST0000358,3
CUST0000362,3
CUST0000368,3
CUST0000372,3
CUST0000373,3
CUST0000378,3
CUST0000379,3
CUST0000381,3
CUST0000384,3
CUST0000386,3
CUST0000394,3
CUST0000397,3
CUST0000401,3
CUST0000402,3
CUST0000403,3
CUST0000415,3
CUST0000426,3
CUST0000427,3
CUST0000428,3
CUST0000431,3
CUST0000434,3
CUST0000442,3
CUST0000444,3
CUST0000452,3
CUST0000461,3
CUST0000463,3
CUST0000474,3
CUST0000475,3
CUST0000481,3
CUST0000491,3
CUST0000497,3
CUST0000525,3
CUST0000532,3
CUST0000533,3
CUST0000536,3
CUST0000543,3
CUST0000549,3
CUST0000559,3
CUST0000562,3
CUST0000563,3
CUST0000568,3
CUST0000570,3
CUST0000575,3
CUST0000583,3
CUST0000590,3
CUST0000593,3
CUST0000607,3
CUST0000612,3
CUST0000616,3
CUST0000617,3
CUST0000618,3
CUST0000632,3
CUST0000638,3
CUST0000646,3
CUST0000659,3
CUST0000660,3
CUST0000700,3
CUST0000708,3
CUST0000711,3
CUST0000713,3
CUST0000719,3
CUST0000722,3
CUST0000728,3
CUST0000729,3
CUST0000739,3
CUST0000740,3
CUST0000743,3
CUST0000751,3
CUST0000755,3
CUST0000769,3
CUST0000779,3
CUST0000786,3
CUST0000787,3
CUST0000816,3
CUST0000823,3
CUST0000829,3
CUST0000847,3
CUST0000850,3
CUST0000857,3
CUST0000870,3
CUST0000885,3
CUST0000904,3
CUST0000912,3
CUST0000936,3
CUST0000943,3
CUST0000953,3
CUST0000954,3
CUST0000972,3
CUST0000980,3
CUST0000981,3
CUST0000991,3
CUST0000996,3
CUST0001013,3
CUST0001022,3
CUST0001051,3
CUST0001053,3
CUST0001071,3
CUST0001072,3
CUST0001084,3
CUST0001086,3
CUST0001093,3
CUST0001097,3
CUST0001099,3
CUST0001106,3
CUST0001120,3
CUST0001129,3
CUST0001142,3
CUST0001143,3
CUST0001167,3
CUST0001177,3
CUST0001178,3
CUST0001180,3
CUST0001184,3
CUST0001185,3
CUST0001190,3
CUST0001192,3
CUST0001216,3
CUST0001222,3
CUST0001250,3
CUST0001256,3
CUST0001262,3
CUST0001269,3
CUST0001286,3
CUST0001289,3
CUST0001300,3
CUST0001304,3
CUST0001310,3
CUST0001319,3
CUST0001321,3
CUST0001326,3
CUST0001332,3
CUST0001339,3
CUST0001348,3
CUST0001350,3
CUST0001357,3
CUST0001366,3
CUST0001371,3
CUST0001382,3
CUST0001399,3
CUST0001404,3
CUST0001406,3
CUST0001409,3
CUST0001431,3
CUST0001437,3
CUST0001438,3
CUST0001441,3
CUST0001458,3
CUST0001459,3
CUST0001464,3
CUST0001469,3
CUST0001476,3
CUST0001477,3
CUST0001486,3
CUST0001487,3
CUST0001504,3
CUST0001507,3
CUST0001516,3
CUST0001518,3
CUST0001521,3
CUST0001540,3
CUST0001542,3
CUST0001545,3
CUST0001553,3
CUST0001568,3
CUST0001571,3
CUST0001586,3
CUST0001619,3
CUST0001636,3
CUST0001638,3
CUST0001647,3
CUST0001655,3
CUST0001708,3
CUST0001720,3
CUST0001721,3
CUST0001731,3
CUST0001739,3
CUST0001744,3
CUST0001772,3
CUST0001779,3
CUST0001784,3
CUST0001794,3
CUST0001807,3
CUST0001820,3
CUST0001853,3
CUST0001854,3
CUST0001856,3
CUST0001859,3
CUST0001865,3
CUST0001877,3
CUST0001878,3
CUST0001892,3
CUST0001895,3
CUST0001897,3
CUST0001915,3
CUST0001917,3
CUST0001921,3
CUST0001932,3
CUST0001939,3
CUST0001950,3
CUST0001952,3
CUST0001960,3
CUST0001963,3
CUST0001964,3
CUST0001969,3
CUST0001977,3
CUST0001982,3
CUST0001991,3
CUST0001994,3
CUST0002001,3
CUST0002010,3
CUST0002012,3
CUST0002015,3
CUST0002030,3
CUST0002045,3
CUST0002054,3
CUST0002065,3
CUST0002080,3
CUST0002083,3
CUST0002141,3
CUST0002143,3
CUST0002180,3
CUST0002181,3
CUST0002184,3
CUST0002189,3
CUST0002190,3
CUST0002199,3
CUST0002207,3
CUST0002214,3
CUST0002224,3
CUST0002226,3
CUST0002229,3
CUST0002231,3
CUST0002253,3
CUST0002256,3
CUST0002257,3
CUST0002264,3
CUST0002278,3
CUST0002287,3
CUST0002290,3
CUST0002291,3
CUST0002293,3
CUST0002296,3
CUST0002309,3
CUST0002331,3
CUST0002355,3
CUST0002358,3
CUST0002361,3
CUST0002364,3
CUST0002370,3
CUST0002385,3
CUST0002391,3
CUST0002399,3
CUST0002411,3
CUST0002414,3
CUST0002421,3
CUST0002430,3
CUST0002451,3
CUST0002454,3
CUST0002464,3
CUST0002465,3
CUST0002479,3
CUST0002483,3
CUST0002490,3
CUST0002491,3
CUST0002492,3
CUST0002495,3
CUST0002496,3
CUST0002499,3
CUST0002509,3
CUST0002510,3
CUST0002514,3
CUST0002535,3
CUST0002540,3
CUST0002544,3
CUST0002567,3
CUST0002573,3
CUST0002581,3
CUST0002595,3
CUST0002597,3
CUST0002598,3
CUST0002599,3
CUST0002605,3
CUST0002609,3
CUST0002627,3
CUST0002632,3
CUST0002670,3
CUST0002681,3
CUST0002683,3
CUST0002685,3
CUST0002690,3
CUST0002697,3
CUST0002700,3
CUST0002708,3
CUST0002709,3
CUST0002713,3
CUST0002733,3
CUST0002744,3
CUST0002746,3
CUST0002750,3
CUST0002752,3
CUST0002757,3
CUST0002768,3
CUST0002781,3
CUST0002796,3
CUST0002806,3
CUST0002807,3
CUST0002811,3
CUST0002812,3
CUST0002814,3
CUST0002815,3
CUST0002817,3
CUST0002830,3
CUST0002831,3
CUST0002834,3
CUST0002842,3
CUST0002847,3
CUST0002861,3
CUST0002868,3
CUST0002877,3
CUST0002883,3
CUST0002894,3
CUST0002897,3
CUST0002902,3
CUST0002904,3
CUST0002913,3
CUST0002918,3
CUST0002919,3
CUST0002927,3
CUST0002930,3
CUST0002936,3
CUST0002952,3
CUST0002954,3
CUST0002963,3
CUST0002984,3
CUST0002998,3
CUST0003013,3
CUST0003021,3
CUST0003031,3
CUST0003032,3
CUST0003033,3
CUST0003038,3
CUST0003040,3
CUST0003048,3
CUST0003081,3
CUST0003090,3
CUST0003094,3
CUST0003109,3
CUST0003127,3
CUST0003132,3
CUST0003152,3
CUST0003155,3
CUST0003159,3
CUST0003161,3
CUST0003173,3
CUST0003181,3
CUST0003184,3
CUST0003192,3
CUST0003196,3
CUST0003202,3
CUST0003208,3
CUST0003224,3
CUST0003237,3
CUST0003238,3
CUST0003243,3
CUST0003244,3
CUST0003249,3
CUST0003252,3
CUST0003254,3
CUST0003256,3
CUST0003269,3
CUST0003278,3
CUST0003288,3
CUST0003289,3
CUST0003291,3
CUST0003317,3
CUST0003320,3
CUST0003331,3
CUST0003344,3
CUST0003354,3
CUST0003359,3
CUST0003364,3
CUST0003375,3
CUST0003380,3
CUST0003382,3
CUST0003390,3
CUST0003412,3
CUST0003421,3
CUST0003435,3
CUST0003453,3
CUST0003455,3
CUST0003461,3
CUST0003475,3
CUST0003487,3
CUST0003492,3
CUST0003498,3
CUST0003509,3
CUST0003521,3
CUST0003533,3
CUST0003534,3
CUST0003553,3
CUST0003558,3
CUST0003563,3
CUST0003564,3
CUST0003569,3
CUST0003572,3
CUST0003577,3
CUST0003593,3
CUST0003597,3
CUST0003602,3
CUST0003606,3
CUST0003612,3
CUST0003635,3
CUST0003641,3
CUST0003642,3
CUST0003644,3
CUST0003648,3
CUST0003654,3
CUST0003655,3
CUST0003665,3
CUST0003670,3
CUST0003691,3
CUST0003693,3
CUST0003697,3
CUST0003698,3
CUST0003713,3
CUST0003726,3
CUST0003737,3
CUST0003739,3
CUST0003750,3
CUST0003751,3
CUST0003757,3
CUST0003763,3
CUST0003766,3
CUST0003802,3
CUST0003810,3
CUST0003819,3
CUST0003822,3
CUST0003826,3
CUST0003829,3
CUST0003830,3
CUST0003831,3
CUST0003852,3
CUST0003859,3
CUST0003880,3
CUST0003881,3
CUST0003892,3
CUST0003894,3
CUST0003899,3
CUST0003903,3
CUST0003926,3
CUST0003948,3
CUST0003956,3
CUST0003958,3
CUST0003977,3
CUST0003982,3
CUST0003988,3
CUST0003998,3
